date,meantemp,humidity,wind_speed,meanpressure,meantemp_lag_1,meantemp_lag_2,meantemp_lag_3,meantemp_lag_7,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_7,wind_speed_lag_1,wind_speed_lag_2,wind_speed_lag_3,wind_speed_lag_7,meanpressure_lag_1,meanpressure_lag_2,meanpressure_lag_3,meanpressure_lag_7,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,sin_day,cos_day,temp_humidity_index
2013-01-15,14.714285714285714,71.85714285714286,0.5285714285714286,1015.8571428571428,12.833333333333334,15.833333333333334,14.0,8.857142857142858,88.16666666666667,75.16666666666667,74.0,63.71428571428572,0.6166666666666667,4.633333333333334,13.228571428571428,7.142857142857143,1015.1666666666666,1013.3333333333334,1015.5714285714286,1018.7142857142856,13.17687074829932,2.5287409571176527,10.390816326530611,3.4800748352853224,0.2551824131233728,0.9668929289391521,9.221666666666668
2013-01-16,13.833333333333334,86.66666666666667,0.0,1016.6666666666666,14.714285714285714,12.833333333333334,15.833333333333334,14.0,71.85714285714286,88.16666666666667,75.16666666666667,51.25,0.5285714285714286,0.6166666666666667,4.633333333333334,12.5,1015.8571428571428,1015.1666666666666,1013.3333333333334,1017.0,14.01360544217687,1.6916415133266856,10.727551020408162,3.662640469958812,0.2717767384711357,0.9623603298276545,12.752380952380951
2013-01-17,16.5,80.83333333333333,5.250000000000001,1015.8333333333334,13.833333333333334,14.714285714285714,12.833333333333334,11.0,86.66666666666667,71.85714285714286,88.16666666666667,62.0,0.0,0.5285714285714286,0.6166666666666667,7.399999999999999,1016.6666666666666,1015.8571428571428,1015.1666666666666,1015.6666666666666,13.989795918367347,1.6930372475161815,11.187074829931973,3.616321717084395,0.2882906407095177,0.9575429528116719,11.181944444444444
2013-01-18,13.833333333333334,92.16666666666669,8.950000000000001,1014.5,16.5,13.833333333333334,14.714285714285714,15.714285714285714,80.83333333333333,86.66666666666667,71.85714285714286,51.285714285714285,5.250000000000001,0.0,0.5285714285714286,10.571428571428571,1015.8333333333334,1016.6666666666666,1015.8571428571428,1016.1428571428572,14.77551020408163,1.3063350167162078,11.85374149659864,3.6779221322350857,0.3047192331091634,0.9524422234305676,15.207500000000003
2013-01-19,12.5,76.66666666666667,5.883333333333333,1021.6666666666666,13.833333333333334,16.5,13.833333333333334,14.0,92.16666666666669,80.83333333333333,86.66666666666667,74.0,8.950000000000001,5.250000000000001,0.0,13.228571428571428,1014.5,1015.8333333333334,1016.6666666666666,1015.5714285714286,14.506802721088436,1.2741035327301022,12.222789115646256,3.5917323608632037,0.321057654185271,0.9470596510722283,10.605555555555556
2013-01-20,11.285714285714286,75.28571428571429,8.471428571428572,1020.2857142857144,12.5,13.833333333333334,16.5,15.833333333333334,76.66666666666667,92.16666666666669,80.83333333333333,75.16666666666667,5.883333333333333,8.950000000000001,5.250000000000001,4.633333333333334,1021.6666666666666,1014.5,1015.8333333333334,1013.3333333333334,14.292517006802722,1.482622589902136,12.687074829931971,3.11377734902206,0.3373010691361842,0.9413968285264122,9.410714285714286
2013-01-21,11.2,77.0,2.22,1021.0,11.285714285714286,12.5,13.833333333333334,12.833333333333334,75.28571428571429,76.66666666666667,92.16666666666669,88.16666666666667,8.471428571428572,5.883333333333333,8.950000000000001,0.6166666666666667,1020.2857142857144,1021.6666666666666,1014.5,1015.1666666666666,13.642857142857142,1.6783603379597274,12.993197278911564,2.6940384303059806,0.3534446712740877,0.9354554315134164,8.690000000000001
2013-01-22,9.5,79.66666666666667,3.083333333333333,1021.8,11.2,11.285714285714286,12.5,14.714285714285714,77.0,75.28571428571429,76.66666666666667,71.85714285714286,2.22,8.471428571428572,5.883333333333333,0.5285714285714286,1021.0,1020.2857142857144,1021.6666666666666,1015.8571428571428,13.409523809523808,1.9075495474267883,13.293197278911565,2.1552994203678613,0.3694836834473831,0.9292372181882051,8.922666666666666
2013-01-23,14.0,60.16666666666666,4.016666666666667,1020.5,9.5,11.2,11.285714285714286,13.833333333333334,79.66666666666667,77.0,75.28571428571429,86.66666666666667,3.083333333333333,2.22,8.471428571428572,0.0,1021.8,1021.0,1020.2857142857144,1016.6666666666666,12.664625850340135,2.2923908064606753,13.339115646258504,2.0581797503564534,0.38541335945432564,0.9227440286201427,5.715833333333332
2013-01-24,13.833333333333334,60.66666666666666,6.166666666666667,1020.5,14.0,9.5,11.2,16.5,60.16666666666666,79.66666666666667,77.0,80.83333333333333,4.016666666666667,3.083333333333333,2.22,5.250000000000001,1020.5,1021.8,1021.0,1015.8333333333334,12.688435374149659,2.3073690768954367,13.339115646258504,2.0581797503564534,0.4012289854475009,0.9159777842484877,8.493333333333332
